scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
918,1660857484.9752979,1660857485.0760822,1660857484.9752979,PUBLISHED,covered_and_deskewed,28875,28875,1660857483.080848,1660857485.0807359,0.0050079822540283203,0.02,1.7685875930387991,18.740182896504376,1.0069368757303658,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
919,1660857485.076103,1660857485.1769423,1660857485.076103,PUBLISHED,covered_and_deskewed,28855,28855,1660857483.1808479,1660857485.1807361,0.0050082206726074219,0.02,1.1380643005534838,4.2749291017491684,0.2628461824934088,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
920,1660857485.1769631,1660857485.2778022,1660857485.1769631,PUBLISHED,covered_and_deskewed,28812,28812,1660857483.280848,1660857485.280736,0.0050079822540283203,0.02,1.7327820886826606,6.1563260837577714,0.26245700693868801,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
921,1660857485.277823,1660857485.3786623,1660857485.277823,PUBLISHED,covered_and_deskewed,28838,28838,1660857483.3808479,1660857485.3807361,0.0050082206726074219,0.02,1.960790187917818,8.5645202274165335,0.51889967102113055,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
922,1660857485.3786831,1660857485.4795222,1660857485.3786831,PUBLISHED,covered_and_deskewed,28772,28772,1660857483.4808481,1660857485.480736,0.0050082206726074219,0.02,1.4440694911472332,6.8971752309194923,0.27680093198631378,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
923,1660857485.479543,1660857485.5803823,1660857485.479543,PUBLISHED,covered_and_deskewed,26624,26624,1660857483.580848,1660857485.5807359,0.0050079822540283203,0.02,1.8243156448850792,6.5352689876823487,0.28644790011374671,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
924,1660857485.5804031,1660857485.6812422,1660857485.5804031,PUBLISHED,covered_and_deskewed,23969,23969,1660857483.6858399,1660857485.6857281,0.0050082206726074219,0.02,1.8112338892955511,19.176895035208471,0.94228815964438439,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
925,1660857485.681263,1660857485.7821023,1660857485.681263,PUBLISHED,covered_and_deskewed,23019,23019,1660857483.790848,1660857485.790736,0.0099999904632568359,0.02,1.0444508504749499,5.4858619644239974,0.34356512445920512,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
926,1660857485.7821231,1660857485.8829622,1660857485.7821231,PUBLISHED,covered_and_deskewed,22961,22961,1660857483.8858399,1660857485.8857279,0.0099999904632568359,0.02,1.7551304911864143,6.7266878750272054,0.32239368880180946,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
927,1660857485.882983,1660857485.9824607,1660857485.882983,PUBLISHED,covered_and_deskewed,22933,22933,1660857483.9858401,1660857485.985728,0.0050082206726074219,0.02,1.8813329781795887,13.623522203639086,0.78391540172391205,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
928,1660857485.9838431,1660857486.0807812,1660857485.9838431,PUBLISHED,covered_and_deskewed,23056,23056,1660857484.0857761,1660857486.085664,0.0050079822540283203,0.02,1.3284610936665182,4.7879481309585676,0.23789900769514741,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
929,1660857486.0846469,1660857486.183429,1660857486.0846469,PUBLISHED,covered_and_deskewed,23794,23794,1660857484.185776,1660857486.1856639,0.0050079822540283203,0.02,1.8639607203932662,6.6994195348205174,0.23388327056120367,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
930,1660857486.1855071,1660857486.2863462,1660857486.1855071,PUBLISHED,covered_and_deskewed,23982,23982,1660857484.2907839,1660857486.2906721,0.0050082206726074219,0.02,2.0173352551921737,14.065145522476579,0.60384835660496772,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
931,1660857486.2863669,1660857486.3872063,1660857486.2863669,PUBLISHED,covered_and_deskewed,25237,25237,1660857484.390784,1660857486.390672,0.0050079822540283203,0.02,1.2842444912682449,4.9678197448437942,0.29712207448272876,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
932,1660857486.3872271,1660857486.4880662,1660857486.3872271,PUBLISHED,covered_and_deskewed,25990,25990,1660857484.4907839,1660857486.4906721,0.0050082206726074219,0.02,1.6827563844350144,7.6344554588635045,0.2946727817890773,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
933,1660857486.4880869,1660857486.5889263,1660857486.4880869,PUBLISHED,covered_and_deskewed,28005,28005,1660857484.5907841,1660857486.590672,0.0050082206726074219,0.02,1.6828488795580572,17.462827070808874,1.0017719358653121,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
934,1660857486.5889471,1660857486.6897862,1660857486.5889471,PUBLISHED,covered_and_deskewed,28859,28859,1660857484.690784,1660857486.6906719,0.0050079822540283203,0.02,1.0847513665562807,4.7711281251985325,0.37119588978879631,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
935,1660857486.6898069,1660857486.7906454,1660857486.6898069,PUBLISHED,covered_and_deskewed,28872,28872,1660857484.7907839,1660857486.7906721,0.0050082206726074219,0.02,1.717050423048158,6.7169368352643328,0.24011665458320045,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
936,1660857486.7906671,1660857486.8915052,1660857486.7906671,PUBLISHED,covered_and_deskewed,28885,28885,1660857484.895776,1660857486.895664,0.0050079822540283203,0.02,1.7995140081463576,13.919175913152607,0.64057380809116904,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
937,1660857486.8915269,1660857486.9923654,1660857486.8915269,PUBLISHED,covered_and_deskewed,28871,28871,1660857484.9957759,1660857486.9956639,0.0050082206726074219,0.02,1.2912600675587105,5.2403435509915717,0.29188696728167923,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
938,1660857486.9923871,1660857487.0931692,1660857486.9923871,PUBLISHED,covered_and_deskewed,28939,28939,1660857485.0957279,1660857487.0956161,0.0050082206726074219,0.02,1.890515696446486,6.3014693357343807,0.27568720041156253,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
